Quality	#1 ID	#2 ID	#1 String	#2 String
0	2177	11881	All I really wanna do	Is, baby, be friends with you.
1	2178	11882	I ain't looking to block you up,	Shock or knock or lock you up,
1	2179	11883	Analyze you, categorize you,	Finalize you or advertise you.
0	2180	11884	All I really wanna do	Is, baby, be friends with you.
0	2181	11885	I don't wanna straightface you,	Race or chase you, track or trace you,
1	2182	11886	Or disgrace you or displace you,	Or define you or confine you.
0	2183	11887	All I really wanna do	Is, baby, be friends with you.
1	2184	11888	I don't wanna meet your kin,	Make you spin or do you in,
1	2185	11889	Or select you or dissect you,	Or inspect you or reject you.
0	2186	11890	All I really wanna do	Is, baby, be friends with you.
1	2187	11891	I don't wanna fake you out,	Take or shake or forsake you out,
0	2188	11892	I ain't looking for you to feel like me,	See like me or be like me.
0	2189	11893	All I really wanna do	Is, baby, be friends with you.
0	2190	11894	Crimson flames tied through my ears,	Rolling, highandmighty traps
0	2191	11895	Pounced with fire on flaming roads,	Using ideas as my maps.
0	2192	11896	"""We'll meet on edges soon,"" said I,"	Proud 'neath heated brow.
0	2193	11897	Ah, but I was so much older then,	I'm younger than that now.
0	2194	11898	Halfwracked prejudice leaped forth.	"""Rip down all hate!"" I screamed."
0	2195	11899	Lies that life is blackandwhite	Spoke from my skull, I dreamed,
0	2196	11900	Romantic facts of musketeers	Foundationed deep somehow.
0	2197	11901	Ah, but I was so much older then,	I'm younger than that now.
0	2198	11902	Girls' faces formed the forward path	From phony jealousy
1	2199	11903	To memorizing politics	Of ancient history,
0	2200	11904	Flung down by corpse evangelists,	Unthought of, though, somehow.
0	2201	11905	Ah, but I was so much older then,	I'm younger than that now.
0	2202	11906	A selfordained professor's tongue,	Too serious to fool,
0	2203	11907	Spouted out that liberty	Is just equality in school.
0	2204	11908	"""Equality"". I spoke the word"	As if a wedding vow.
0	2205	11909	Ah, but I was so much older then,	I'm younger than that now.
0	2206	11910	In a soldier's stance I aimed my hand	At the mongrel dogs who teach,
0	2207	11911	Fearing not I'd become my enemy	In the instant that I preach,
0	2208	11912	My existence led by confusion boats,	Mutiny from stern to bow.
0	2209	11913	Ah, but I was so much older then,	I'm younger than that now.
0	2210	11914	Yes, my guard stood hard when abstract threats,	Too noble to neglect,
0	2211	11915	Deceived me into thinking	I had something to protect.
0	2212	11916	Good and bad, I define these terms	Quite clear. no doubt, somehow.
0	2213	11917	Ah, but I was so much older then,	I'm younger than that now.
1	2214	11918	I ain't gonna work on Maggie's farm no more,	No, I ain't gonna work on Maggie's farm no more.
0	2215	11919	Well, I wake up in the morning, fold my hands and pray for rain.	I got a head full of ideas that are driving me insane.
0	2216	11920	It's a shame the way she makes me scrub the floor.	I ain't gonna work on Maggie's farm no more.
1	2217	11921	I ain't gonna work for Maggie's brother no more,	No, I ain't gonna work for Maggie's brother no more.
0	2218	11922	Well, he hands you a nickel, he hands you a dime.	He asks you with a grin if you're having a good time;
0	2219	11923	Then he fines you every time you slam the door.	I ain't gonna work for Maggie's brother no more.
1	2220	11924	I ain't gonna work for Maggie's pa no more,	No, I ain't gonna work for Maggie's pa no more.
0	2221	11925	Well, he puts his cigar out in your face just for kicks,	His bedroom window, it is made out of bricks.
0	2222	11926	The National Guard stands around his door.	I ain't gonna work for Maggie's pa no more.
1	2223	11927	I ain't gonna work for Maggie's ma no more,	No, I ain't gonna work for Maggie's ma no more.
0	2224	11928	Well, she talks to all the servants about man and God and law,	Everybody says she's the brains behind pa.
0	2225	11929	She's 68, but she says she's 54.	I ain't gonna work for Maggie's ma no more.
1	2226	11930	I ain't gonna work on Maggie's farm no more,	I ain't gonna work on Maggie's farm no more.
0	2227	11931	Well, I try my best to be just like I am,	But everybody wants you to be just like them.
0	2228	11932	"They say ""Sing!"" while you slave and I just get bored."	I ain't gonna work on Maggie's farm no more.
1	2229	11933	Throw my ticket out the window.	Throw my suitcase out there too.
0	2230	11934	Throw my troubles out the door, I don't need them anymore	'Cause tonight I'll be staying here with you.
0	2231	11935	I should have left this town this morning,	But it was more than I could do.
0	2232	11936	Oh, your love comes on so strong and I've waited all day long	For tonight when I'll be staying here with you.
0	2233	11937	Is it really any wonder,	The love that a stranger might receive?
0	2234	11938	You cast your spell and I went under.	I find it so difficult to leave.
1	2235	11939	I can hear that whistle blowing.	I see that stationmaster too.
0	2236	11940	If there's a poor boy on the street, then let him have my seat	'Cause tonight I'll be staying here with you.
1	2237	11941	Throw my ticket out the window.	Throw my suitcase out there too.
0	2238	11942	Throw my troubles out the door, I don't need them anymore	'Cause tonight I'll be staying here with you.
1	2239	11943	She's got everything she needs, she's an artist, she don't look back,	She's got everything she needs, she's an artist, she don't look back,
0	2240	11944	She can take the dark out of the nighttime and paint the daytime black.	You will start out standing, proud to steal her anything she sees,
0	2241	11945	You will start out standing, proud to steal her anything she sees,	But you will wind up peeking through her keyhole down upon your knees.
1	2242	11946	She never stumbles, she's got no place to fall,	She never stumbles, she's got no place to fall,
0	2243	11947	She's nobody's child, the law can't touch her at all.	She wears an Egyptian ring, it sparkles before she speaks,
0	2244	11948	She wears an Egyptian ring, it sparkles before she speaks,	She's a hypnotist collector, you are a walking antique.
1	2245	11949	Bow down to her on Sunday, salute her when her birthday comes,	Bow down to her on Sunday, salute her when her birthday comes,
0	2246	11950	"""There must be some way out of here,"" said the joker to the thief,"	"""There's too much confusion, I can't get no relief."
0	2247	11951	Businessmen, they drink my wine, plowmen dig my earth,	"None of them along the line know what any of it is worth."""
0	2248	11952	"""No reason to get excited,"" the thief, he kindly spoke,"	"""There are many here among us who feel that life is but a joke,"
0	2249	11953	But you and I, we've been through that and this is not our fate,	"So let us not talk falsely now, the hour is getting late."""
0	2250	11954	All along the watchtower princes kept the view	While all the women came and went, barefoot servants too.
0	2251	11955	Outside in the distance a wildcat did growl,	Two riders were approaching, the wind began to howl.
0	2252	11956	Well, everybody's building their boats,	Some are building monuments, others jotting down notes,
0	2253	11957	Everybody's in despair, every girl and boy,	But, when Quinn the Eskimo gets here, everybody's gonna jump for joy.
0	2254	11958	Oh, come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	2255	11959	Come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	2256	11960	Whoa! andwell, I can do just like the rest, you know, I like my sugar sweet,	But jumping Qs and making haste, you know, it ain't my cup of meat.
0	2257	11961	Everybody's out there feeding the pigeons out on the limb,	But, when Quinn the Eskimo gets here, the pigeons gonna run to him.
0	2258	11962	Well, come all without, come all within,	Yeah, you'll not see nothing like the mighty Quinn!
0	2259	11963	Come all without, come all within,	You'll not see nothing like the mighty Quinn!
0	2260	11964	Play that guitar now!	Cat's moo and calf's meow, you know, II can recite them all,
0	2261	11965	Tell me where it ahurts you, honey, and I'll tell you who to call.	Nobody can get any sleep  you know, there's someone on everybody's toes;
0	2262	11966	Quinn the Eskimo gets here, everybody's gonna wanna doze.	Oh, come all without, yeah, come all within,
0	2263	11967	You'll not see nothing like the mighty Quinn!	Whoa, come all without, come all within,
0	2264	11968	When you're lost in the rain in Juarez and it's Eastertime too	And your gravity fails and negativity don't pull you through,
0	2265	11969	Don't put on any airs when you're down on Rue Morgue Avenue,	They got some hungry women there and they really make a mess outta you.
0	2266	11970	"Now, if you see Saint Annie, please tell her ""Thanks a lot"","	I cannot move, my fingers are all in a knot.
0	2267	11971	I don't have the strength to get up and take another shot	And my best friend, my doctor, won't even say what it is I've got.
0	2268	11972	"Sweet Melinda, the peasants call her the ""Goddess of Gloom"","	She speaks good English and she invites you up into her room
0	2269	11973	And you're so kind and careful not to go to her too soon	As she takes your voice and leaves you howling at the moon.
0	2270	11974	Up on Housing Project Hill it's either fortune or fame,	You must pick one or the other though neither of them are to be what they claim.
0	2271	11975	If you're looking to get silly, you better go back to from where you came	Because the cops don't need you and, man, they expect the same.
0	2272	11976	Now, all the authorities, they just stand around and boast	How they blackmailed the sergeantatarms into leaving his post
0	2273	11977	And picking up Angel, who just arrived here from the coast,	Who looked so fine at first, but left looking just like a ghost.
0	2274	11978	I started out on burgundy, but soon hit the harder stuff,	Everybody said they'd stand behind me when the game got rough,
0	2275	11979	But the joke was on me, there was nobody even there to bluff.	I'm going back to New York City, I do believe I've had enough.
1	2276	11980	Oh, where have you been, my blueeyed son?	And where have you been, my darling young one?
